시설물명,주소,교량형식,교량연장,차로수,경간수,최대경간수,,
본량교,광주광역시 광산구 산수동 ,S.T BOX,60,4,1,60,,
황계교,광주광역시 광산구 남산동 ,S.T BOX,50,4,1,50,,
도동교,광주광역시 남구 효우2로 70 (행암동),강박스거더교(STB),50,2,1,50,,
천변구조물16교,광주광역시 서구 광천동 발산교~광천1교,RC슬래브교(RCS),607,4,74,15,,
운수2교,광주광역시 광산구 운수동 일원,강합성 박스거더교,155.2,1,3,55,,
광신대교,광주광역시 서구  덕흥동,PC빔교(PC I),510,6,17,30,,
승용교,광주광역시 남구 승촌동 218,강박스거더교(STB),750,4,14,55,,
송정1교,광주광역시 광산구 동곡로 450 (월전동),IPC GRIDER,434,6,10,45.1,,
풍영정천교,전라남도 장성군 남면 비아중앙로 135,U-D PSC BEAM,180,4,4,45,,
오선IC교,"광주광역시 광산구 손재로 415, 오선동 254-5 (오선동)",PSCi e-BEAM GIRDER,105,4,3,45,,
문흥육교,광주광역시 북구 문화동 ,"RCS,STB",70,6,2,55,,
광암고가교,광주광역시 북구 운암동 ,강박스거더교(STB),395,2,9,50,,
성덕교,광주광역시 광산구 수완동 ,아치교(AR),72,8,1,72,,
무진교(본선),광주광역시 서구 유촌동 ,아치교(AR),285,6,6,50,,
진곡IC교,"광주광역시 광산구 손재로 401-21, 오선동 (오선동)",PF BEAM GIRDER,105,4,3,45,,
비아교,"전라남도 장성군 남면 비아중앙로 163-16, 남면 월정리",U-D PSC BEAM,180,5,4,45,,
신용산교,광주광역시 북구 월출동 ,IPC GIRDER,405,4,9,45,,
동운고가교,광주광역시 북구  동운동,PC빔교(PC I),300,4,28,30,,
문화육교,광주광역시 북구 문화동 ,"RCS,STB",170,4,7,44,,
하남과선교,광주광역시 광산구 장수동 1-8번지 일원,합성형 라멘교,161.3,6,5,40.6,,
고저IC교,광주광역시 광산구 오선동 ,PSC e-BEAM,300,4,8,40,,
장수IC교,광주광역시 광산구 장수동 ,PSC e-BEAM교,105,4,3,45,,
운수1교,광주광역시 광산구 운수동 일원,강합성 박스거더교,125.1,1,3,45,,
운암고가교,광주광역시 북구 운암동 ,강박스거더교(STB),190,4,5,45,,
송정고가교,광주광역시 광산구 신촌동 ,RC중공슬래브교(RCH),365,4,21,40,,
극락교,광주광역시 광산구 신흥동 ,RC슬래브교(RCS),380,8,12,30,,
운평교,광주광역시 광산구 지평동 ,PC빔교(PC I),100,4,3,40,,
상무교,광주광역시 서구 유촌동 321-1번지,IPC GIRDER,128.4,6,3,42.9,,
송산대교,광주광역시 광산구 서봉동 ,강박스거더교(STB),363,6,8,48,,
임동교,광주광역시 광산구 임곡동 ,PC빔교(PC I),190,2,10,19,,
각화램프2교,광주광역시 북구 각화동 ,강박스거더교(STB),221,2,5,44.2,,
평동교,광주광역시 광산구 소촌동 ,강박스거더교(STB),342,6,8,45,,
첨단교,광주광역시 광산구 산월동 ,IPC GIRDER,414,6,9,46,,
양동복개도로,광주광역시 서구 양동 ,라멘교(RA),300,0,11,30,,
백운고가교,광주광역시 남구 백운동 ,강박스거더교(STB),210,4,6,45,,
유촌1교,광주광역시 서구 유촌동 ,프리플렉스빔교(PF),192.5,1,7,27.5,,
유촌2교,광주광역시 서구 유촌동 ,프리플렉스빔교(PF),240,1,9,27.5,,
모계과선교,부산광역시 기장군 일광면 이천리 768-3,S.T BOX,260,4,5,60,,
신호대교,부산광역시 강서구 신호동 25,아치교(AR),840,8,13,120,,
임랑1교,부산광역시 기장군 장안읍 임랑리 348-2,PCT거더,186,2,3,62,,
가야고가교,부산광역시 부산진구 가야동 585-3,강박스거더교(STB),1346,4,23,81,,
임랑2교,부산광역시 기장군 장안읍 임랑리 213-5,IPC거더,105,2,3,35,,
산막2교,부산광역시 기장군 정관읍 용수리 431-16,스틸 박스교,319.7,4,6,55,,
회동2교,부산광역시 금정구 회동동 산 60-3,강박스거더교(STB),250,8,5,50,,
공항진입교,부산광역시 강서구 대저2동 ,강박스거더교(STB),734.2,4,18,57,,
예림1교,부산광역시 기장군 정관읍 예림리 388-1,강박스거더교(STB),380,5,8,50,,
영락교,부산광역시 금정구 선동 1033-4,강박스거더교(STB),304,1,6,55,,
두명육교,부산광역시 기장군 정관읍 두명리 61,강박스거더교(STB),135,2,3,55,,
대곡2교,부산광역시 기장군 철마면 장전리 583-104,강박스거더교(STB),50,4,1,50,,
번영교,부산광역시 금정구 회동동 산 61-1,강박스거더교(STB),55,2,1,55,,
강변대교,부산광역시 북구 구포동 1157-1,라멘교(RA),950,8,38,25,,
모라고가교,부산광역시 사상구 모라동 75-17,강박스거더교(STB),1570,6,27,70,,
범일과선교,부산광역시 부산진구 범천동 1597,아치교(AR),70.8,4,1,70.8,,
삼락I.C,부산광역시 사상구 삼락동 29-2,강박스거더교(STB),1276,1,31,60,,
강서대교 연결램프,부산광역시 강서구 대저1동 1-32,강박스거더교(STB),331,1,7,57.5,,
회동3교,부산광역시 금정구 회동동 산 48-3,P.C 거어더,315,8,7,45,,
괘내교,부산광역시 사상구 괘법동 125,PC빔교(PC I),180.2,8,6,30,,
부암고가교,부산광역시 부산진구 연지동 196-3,PC박스거더교(PCB),448,4,12,45,,
동천교,부산광역시 금정구 금사동 11-1,RC슬래브교(RCS),120,6,9,14.1,,
온천5호교,부산광역시 금정구 장전동 643-57,PC빔교(PC I),160,7,8,20,,
석길교,부산광역시 기장군 철마면 웅천리 산 196-3,PSC BEAM,120,6,4,30,,
삼락IC회차로,부산광역시 북구 구포동 1157-1,강박스거더교(STB),231.6,1,12,28,,
연안교,부산광역시 연제구 연산동 ,PC빔교(PC I),104,5,4,26,,
부두순환교,부산광역시 동구 범일동 1646,강박스거더교(STB),399,4,8,55,,
우암고가차도접속교상행선,부산광역시 남구 우암동 246-6,강박스거더교(STB),400.4,1,8,50.4,,
반여고가교,부산광역시 해운대구 재송동 1291,강박스거더교(STB),500,6,10,50,,
충장고가 접속램프 B교,부산광역시 동구 좌천동 68-853,강박스거더교(STB),499,1,10,70,,
충장고가 접속램프 A교,부산광역시 동구 좌천동 68-853,강박스거더교(STB),579,1,12,69,,
감만고가교,부산광역시 남구 감만동 418-5,강박스거더교(STB),180.4,4,4,50,,
좌천고가교,부산광역시 동구 좌천동 1119,강박스거더교(STB),473.5,4,8,75,,
우암고가교,부산광역시 남구 우암동 265-2,PC박스거더교(PCB),2673.5,4,53,130.4,,
석대고가교,부산광역시 해운대구 석대동 591-35,강박스거더교(STB),1200,4,22,70,,
우동고가교,부산광역시 해운대구 우동 산 148-129,PC박스거더교(PCB),934,4,23,52.5,,
수영교,부산광역시 수영구 수영동 547,강상판상형교,180,8,3,85,,
충장고가교,부산광역시 동구 좌천동 1166-10,강박스거더교(STB),1073,2,31,55,,
영주고가교,부산광역시 동구 초량동 1185-9,PC박스거더교(PCB),573,4,12,66.5,,
부산대교,부산광역시 영도구 봉래동2가 102,아치교(AR),694.3,4,17,160,,
민락교,부산광역시 수영구 민락동 1-24,PC박스거더교(PCB),500,4,10,50,,
우암고가차도접속교하행선,부산광역시 남구 우암동 243,강박스거더교(STB),445.1,1,9,50.1,,
좌수영교,부산광역시 수영구 망미동 185-3,강박스거더교(STB),310,6,5,110,,
수영고가교,부산광역시 수영구 광안동 972,PC빔교(PC I),1051.4,4,34,35.3,,
과정교,부산광역시 수영구 망미동 1084,아치교(AR),313,6,5,90,,
구서고가교(하),부산광역시 금정구 구서동 107-5,강박스거더교(STB),100,2,3,40,,
대연2교,부산광역시 남구 대연동 207-7,RC슬래브교(RCS),138.9,1,8,20,,
대연4교,부산광역시 남구 대연동 산 56-6,RC중공슬래브교(RCH),140,1,7,20,,
구서고가교(상),부산광역시 금정구 구서동 107-1,강박스거더교(STB),100,2,3,40,,
원동고가교,부산광역시 동래구 안락동 169-10,RC슬래브교(RCS),493,4,63,45,,
동천고가교,부산광역시 금정구 금사동 545-27,PC빔교(PC I),284,4,9,40,,
회동고가교,부산광역시 금정구 금사동 6-1,PC빔교(PC I),183.3,4,6,30.7,,
대연3교,부산광역시 남구 대연동 산 54-109,RC중공슬래브교(RCH),140.1,1,7,20.1,,
망미교,부산광역시 수영구 망미동 980-32,PC빔교(PC I),123,4,4,30.8,,
살미육교,충청북도 충주시 살미면 세성리 ,STEEL BOX GIRDER,120,1,3,50,,
엄정교,충청북도 충주시 엄정면 신만리 ,강박스거더교(STB),480,4,10,50,,
조동교,충청북도 충주시 동량면 조동리 ,RC슬래브교(RCS),102.2,2,7,16,,
논강교,충청북도 충주시 엄정면 논강리 ,강박스거더교(STB),280,4,6,50,,
하천대교,충청북도 충주시 동량면 하천리 462-1,강판형교(SPG),300,2,6,50,,
남한강대교,충청북도 충주시 앙성면 단암리 511-5,강박스거더교(STB),480,2,10,50,,
송계1교,충청북도 제천시 한수면 미륵송계로 1987,P.S.C BOX,215,2,4,65,,
고교,충청북도 제천시 금성면 월굴리 ,강판형교(SPG),157.5,2,3,52.5,,
첨단교(요도천교),충청북도 충주시 이류면 본리 ,PC빔교(PC I),140.6,4,4,35.2,,
노은교,충청북도 충주시 노은면 문성리 ,강박스거더교(STB),115,2,3,45,,
영덕천교,충청북도 충주시 산척면 영덕리 ,PC빔교(PC I),100,7,4,25,,
용산1교,충청북도 충주시 엄정면 용산리 ,PC빔교(PC I),180,4,6,30,,
용산2교,충청북도 충주시 엄정면 용산리 ,PC빔교(PC I),120,4,4,30,,
동막교,충청북도 충주시 소태면 동막리 ,PC빔교(PC I),210,4,7,30,,
야동2교,충청북도 충주시 소태면 야동리 ,PC빔교(PC I),180,4,6,30,,
청풍대교,충청북도 제천시 청풍면 물태리 ,사장교(CS),472,2,7,327,,
신탄금대교,충청북도 충주시 칠금동 ,아치교(AR),580,4,9,125,,
참샘교,충청북도 충주시 주덕읍 당우리 ,IPC GIRDER,160,4,4,40,,
목계교,충청북도 충주시 엄정면 목계리,PC빔교(PC I),290,2,12,25,,
북벽교,충청북도 단양군 영춘면 상리,PC빔교(PC I),245.6,2,8,30.7,,
특선암교,충청북도 단양군 단성면 별천리,RC슬래브교(RCS),150,2,10,15,,
홍암교,충청북도 단양군 단성면 중방리,PC빔교(PC I),104,2,5,25,,
하선암교,충청북도 단양군 단성면 중방리,PC빔교(PC I),104,2,5,25,,
군간교,충청북도 단양군 영춘면 사지원,PC빔교(PC I),220,2,7,31.5,,
가대대교,충청북도 단양군 가곡면 가대리,PC빔교(PC I),250,2,8,31.3,,
영춘교,충청북도 단양군 영춘면 하리,PC빔교(PC I),236,2,9,30.7,,
하구암천2교,충청북도 충주시 중앙탑면 ,P.S.C BEAM,120,4,4,30,,
덕은교,충청북도 충주시 소태면 ,프리플렉스빔교(PF),102,2,3,34,,
주덕교,충청북도 충주시 주덕읍 신양리,PC빔교(PC I),125,2,5,25,,
전호교,서울특별시 강서구 개화동 97-6,P.S.C BOX,295,2,3,130,,
대덕가도교,경기도 안성시 서운면 신흥리 ,PSC Beam + Steel Box,445,4,13,55,,
가유1가도교,경기도 안성시 고삼면 가유리,강박스거더교(STB),300,4,6,50,,
무송2교,경기도 화성시 무송동 ,PSC빔교,240,4,8,30,,
광동교(하),경기도 광주시 퇴촌면 도마리,강박스거더교(STB),210,2,4,60,,
장안대교,경기도 화성시 장안면 장안리,PC박스거더교(PCB),525,4,11,50,,
청미교,경기도 용인시 처인구 백암면 근삼리 221-4,PC슬래브교(PCS),150,2,5,30,,
양근대교,경기도 양펑군 양평읍 양근리,PC박스거더교(PCB),765,2,16,90,,
능평교,경기도 광주시 오포읍 능평리 ,PC빔교(PC I),240,4,8,30,,
동화천2교,경기도 화성시 매송면 ,강박스거더교(STB),220,4,4,60,,
동화천1교,경기도 화성시 매송면 ,강박스거더교(STB),125,4,3,50,,
비봉고가차도,경기도 화성시 비봉면 ,강박스거더교(STB),215,4,4,60,,
진위육교,경기도 평택시 진위면 동천리 302-1도,STEEL BOX GIRDER,65,4,1,65,,
어천육교,경기도 화성시 매송면 ,STEEL BOX GIRDER,50,5,1,50,,
양평대교,경기도 양평군 양평읍 양근리,강박스거더교(STB),625,2,20,62.5,,
이포대교,경기도 여주시 금사읍 이포리,프리플렉스빔교(PF),797,2,16,50,,
만정1육교,경기도 안성시 공도읍 ,강박스거더교(STB),60,2,1,60,,
광동교(상),경기도 광주시 퇴촌면 도마리,강박스거더교(STB),210,2,4,60,,
상안교 (하),경기도 화성시 서신면 ,강박스거더교(STB),50,2,1,50,,
상안교 (상),경기도 화성시 서신면 ,강박스거더교(STB),50,2,1,50,,
상안육교 (탄도방향),경기도 화성시 서신면 ,강박스거더교(STB),50,2,1,50,,
상안육교 (송산방향),경기도 화성시 서신면 ,강박스거더교(STB),50,2,1,50,,
늑현교,경기도 광주시 초월면 늑현리,프리플렉스빔교(PF),122.2,2,4,30.6,,
봉산교,경기도 안성시 고삼면 봉산리,RC슬래브교(RCS),100,2,4,25,,
고촌고가교,경기도 김포시 고촌읍 전호리 ,합성형SREEL BOX GIRDER교,129,2,3,49,,
복하교,경기도 이천시 부발읍 신하리,PC빔교(PC I),204.6,4,8,25.6,,
동연교(고덕방향),경기도 평택시 고덕면 동청리,PC박스거더교(PCB),320,2,8,40,,
안성천교,경기도 안성시 미양면 후평리,PC박스거더교(PCB),175,2,9,19.5,,
봉남교(오산방향),경기도 평택시 진위면 견산리 ~ 경기도 용인시 남사면 진목리,PSC-i 분절거더교,210,2,6,35,,
시가지청미교,경기도 안성시 일죽면 송천리,RC슬래브교(RCS),140,2,10,14,,
영사교,경기도 김포시 고촌면 전호리,PC빔교(PC I),210,2,7,30,,
상백교,경기도 여주군 흥천면 상백리,PC빔교(PC I),330,2,11,30,,
동방대교,경기도 화성시 팔탄면 덕천리,강박스거더교(STB),432,4,9,48,,
송정2교(상),경기도 이천시 신둔면 ,라멘교(RA),137,2,6,25,,
동연교(청북방향),경기도 평택시 청북면 어연리 ,PSC BOX,320,3,8,40,,
서탄대교,경기도 평택시 서탄면 ,PC슬래브교(PCS),390,2,13,30,,
봉남교(용인방향),경기도 평택시 진위면 견산리 ~ 경기도 용인시 남사면 진목리,PSC-i 분절거더교,210,2,6,35,,
반월교,경기도 화성시 매송면 일원,Bicom GIRDER교,120.1,4,3,40,,
망미과선교,경기도 양평군 지평면 망미리 ,강박스거더교(STB),145,2,3,55,,
율극교,경기도 여주군 흥천면 율극리 215,RC슬래브교(RCS),214,2,12,17.1,,
수직교,경기도 화성시 향남읍 수직리,PC슬래브교(PCS),380,2,21,22,,
용수교,경기도 화성시 정남면 용소리,PC빔교(PC I),300,2,10,30,,
노진대교,경기도 화성시 장안면 ,P.S.C Beam,210,2,7,30,,
원덕1교,경기도 양평군 양평읍 원덕흑천길161번길 71,IPC거더,195.9,4,5,43.2,,
흑천교,경기도 양평군 양평읍 회현리 ,RC슬래브교(RCS),180,2,12,15,,
광탄교,경기도 양평군 용문면 광탄리,RCT빔교(RCT),101,2,8,12.7,,
복하천교,경기도 이천시 증포동 ,P.S.C Beam,240,4,8,30,,
능평램프 C교,경기도 광주시 오포읍 능평리,P.S.C Beam,120,1,4,30,,
능평램프 D교,경기도 광주시 오포읍 능평리,P.S.C Beam,120,1,4,30,,
진위1교,경기도 평택시 진위면 ,P.S.C Beam,210,2,7,30,,
적봉교,경기도 평택시 서탄면 ,P.S.C Beam,240,2,8,30,,
화전교,경기도 양평군 용문면 화전리,RC슬래브교(RCS),164,2,8,20.5,,
현수교,경기도 안성시 금광면 ,PC빔교(PC I),180,4,6,30,,
구장1교,경기도 화성시 팔탄면 ,PC빔교(PC I),120,4,4,30,,
구장3교,경기도 화성시 팔탄면 ,PC빔교(PC I),120,4,4,30,,
송정2교(하),경기도 이천시 신둔면 수하리 ,프리플렉스빔교(PF),152,2,4,38,,
옥산교(양성방향),경기도 안성시 서운면 신흥리 ,P.S.C Beam,180,2,6,30,,
옥산교(천안방향),경기도 안성시 서운면 신흥리 ,P.S.C Beam,180,2,6,30,,
아양교(양성방향),경기도 안성시 서운면 신흥리 ,STEEL BOX GIRDER,115,3,3,45,,
아양교(천안방향),경기도 안성시 서운면 신흥리 ,STEEL BOX GIRDER,115,3,3,45,,
안화교,경기도 평택시 청북면 백봉리 ,IPC GIRDER,120,2,3,40,,
지월교,경기도 광주시 초월면 지월리,PC빔교(PC I),259.4,2,10,30.2,,
오천교,경기도 이천시 마장면 오천리,RC슬래브교(RCS),120,5,8,15,,
진위교,경기도 평택시 진위면 하북리,PC빔교(PC I),125,4,5,25,,
한천교,경기도 안성시 대덕면 ,PC슬래브교(PCS),180,4,6,30,,
무촌고가교,경기도 이천시 부발읍 무촌리 ,ST-BOX,129,2,3,49,,
진목교,경기도 용인시 처인구 남사면 봉명리 795,DR Girder,180,4,5,40,,
을미의병교,경기도 양평군 양동면 쌍학리 174-3,PC빔교(PC I),120,2,4,30,,
삼가교,경기도 양평군 단월면 삼가리,PC빔교(PC I),135,2,5,27,,
고당교,경기도 이천시 율면 고당리,PC빔교(PC I),210,2,7,30,,
양수대교,경기도 남양주시 조안면 북한강로 286-35,강로제아치교,600,2,6,100,,
성지교,경기도 남양주시 오남읍 양지리 ,ST-BOX,170,4,3,70,,
감악6교(양주방향),"경기도 파주시 적성면 사기막길 24, 산23-1",STEEL BOX GIRDER,230,2,4,65,,
감악7교(백학방향),"경기도 파주시 적성면 설마천로 35, 산29-4",STEEL BOX GIRDER,170,2,3,60,,
등원육교,경기도 파주시 조리읍 ,강박스거더교(STB),230,4,5,50,,
대회산교,경기도 포천시 영북면 대회산리 ,Precom Beam교,270,2,7,50,,
덕도IC교,경기도 양주시 광적면 덕도리 ,강합성 상자형교,110,4,2,55,,
법원교,경기도 파주시 법원읍 갈곡리 ,STEEL BOX GILDER,110,4,2,55,,
효촌천교,경기도 양주시 남면 상수리 ,P.S.C,245,4,7,35,,
근홍교 상행,"경기도 포천시 관인면 윗찬물길 486, 근홍교",PSC BOX Girder,360,2,4,115,,
감악4교(백학방향),"경기도 파주시 적성면 설마천로 308, 산24-10",STEEL BOX GIRDER,180,2,4,50,,
감악6교(백학방향),"경기도 파주시 적성면 사기막길 24, 산23-1",STEEL BOX GIRDER,230,2,4,65,,
감악7교(양주방향),"경기도 파주시 적성면 설마천로 35, 산29-4",STEEL BOX GIRDER,170,2,3,60,,
포천천교,"경기도 포천시 가산면 오성한음로 304, 일원",프리플렉스빔교(PF),200,4,5,45,,
감악5교(양주방향),"경기도 파주시 적성면 설마천로 346, 산23-1",PSC BEAM교,140,2,4,35,,
감악4교(양주방향),"경기도 파주시 적성면 설마천로 308, 산24-10",STEEL BOX GIRDER,160,2,3,60,,
