시설물명,주소,교량형식,교량연장,차로수,경간수,최대경간수,,
황룡대교,전라남도 장성군 황룡면 와룡리 469-2,PC박스거더교(PCB),300,2,8,37.5,,
기동교,전라남도 장흥군 부산면 기동리,I.P.C GIRDER교,130,2,4,32.5,,
부춘교,전라남도 장흥군 부산면 부춘리,IPC GIRDER,158,2,4,39.5,,
감천교,전라남도 장흥군 장흥읍 영전리 ,PC빔교(PC I),150,2,5,30,,
조양교,전라남도 장흥군 장동면 조양리 지내,RC슬래브교(RCS),104,2,8,13,,
별천교,전라남도 장흥군 부산면 유량리 457,RC중공슬래브교(RCH),200,2,10,20,,
성자교,전라남도 장흥군 부산면 기동리 586,RC슬래브교(RCS),158,2,11,14.5,,
예양교,전라남도 장흥군 장흥읍 예양리,스라브교,198,1,16,12.4,,
덕촌2교,전라남도 장흥군 관산읍 가학리 315,라멘교(RA),156,2,20,8,,
도내교,전라남도 장흥군 장평면 녹양리 지내,RC슬래브교(RCS),100,2,8,12.5,,
장흥교,전라남도 장흥군 장흥읍 건산리 ,PC슬래브교(PCS),198,2,10,44,,
오성교(상),전라북도 정읍시 태인면 태흥리,강박스거더교(STB),190.2,2,4,50,,
갈동육교(상),전라북도 완주군 이서면 반교리,강박스거더교(STB),156.5,2,3,66.5,,
갈동육교(하),전라북도 완주군 이서면 반교리,강박스거더교(STB),156.5,2,3,66.5,,
동진대교(하),전라북도 부안 동진 장등,강박스거더교(STB),450.7,2,9,70,,
신금3교(상),전라북도 김제시 청하면 장산리,강박스거더교(STB),135.1,2,3,55,,
신금3교(하),전라북도 김제시 청하면 장산리,강박스거더교(STB),135.1,2,3,55,,
소양대교,전라북도 전주시 덕진구 호성동1가 ,Strutted .PSC BOX Girder교,1060,4,18,60,,
용진교,전라북도 완주군 용진면 상운리 ,PSC Beam교,300,4,7,55,,
화산교(상),전라북도 완주군 삼례읍 어전리 ,강박스거더교(STB),130,2,3,50,,
화산교(하),전라북도 완주군 삼례읍 어전리 ,강박스거더교(STB),130,2,3,50,,
군포교(상),전라북도 부안군 백산면 용계리,강박스거더교(STB),841.3,2,15,60,,
오성교(하),전라북도 정읍시 태인면 태흥리 ,강박스거더교(STB),190.2,2,4,50,,
제1포교,전라북도 김제시 신덕길 107-64 (신덕동),PSC BEAM,210,4,7,30,,
신흥교(상),전라북도 부안군 행안면 삼간리,강박스거더교(STB),270,2,6,50,,
신흥교(하),전라북도 부안군 행안면 삼간리,강박스거더교(STB),270,2,6,50,,
목과철도육교(상),전라북도 김제시 백구면 부용리 ,강박스거더교(STB),130,2,3,50,,
목과철도육교(하),전라북도 김제시 백구면 부용리 ,강박스거더교(STB),130,2,3,50,,
세동2교,전라북도 진안군 부귀면 신정리,PC빔교(PC I),270.4,4,9,30,,
진안육교,전라북도 진안군 진안읍 군하리,강박스거더교(STB),400,4,7,60,,
삼기교(상),전라북도 완주군 고산면 삼기리,강박스거더교(STB),280,2,6,50,,
삼기교(하),전라북도 완주군 고산면 삼기리,강박스거더교(STB),280,2,6,50,,
목화교,전라북도 고창군 흥덕면 흥덕리,강박스거더교(STB),130.2,2,3,50,,
천신2교(상),전라북도 정읍시 태인면 오봉리,강박스거더교(STB),120.1,2,3,50,,
천신2교(하),전라북도 정읍시 태인면 오봉리,강박스거더교(STB),120.1,2,3,50,,
성산육교,전라북도 군산시 성산면 성덕리 ,강박스거더교(STB),160,4,3,60,,
고부1교(상),전라북도 정읍시 고부면 만화리 ,강박스거더교(STB),115,2,3,45,,
옥정고가교,전라북도 김제시 부량면 옥정리 ,PRECOM GIRDER교,150,4,4,45,,
고부1교(하),전라북도 정읍시 고부면 만화리 ,강박스거더교(STB),115,2,3,45,,
구석교(상),전라북도 정읍시 신태인읍 백산리 ,P.S.C Beam,150,2,5,30,,
구석교(하),전라북도 정읍시 신태인읍 백산리 ,P.S.C Beam,150,2,5,30,,
용호교(상),전라북도 정읍시 옹동면 용호리 ,PC빔교(PC I),105.4,2,3,35,,
용호교(하),전라북도 정읍시 옹동면 용호리,PC빔교(PC I),105.4,2,3,35,,
군포교(하),전라북도 부안군 백산면 용계리,강박스거더교(STB),841.3,2,15,60,,
신리교,전라북도 완주군 상관면 신리,PC빔교(PC I),127.8,4,5,25.7,,
월암교,전라북도 완주군 상관면 신리,PC빔교(PC I),231.4,4,9,25.7,,
경천교,전라북도 완주군 경천면 경천리,PC빔교(PC I),122.6,2,4,30.7,,
황운교(상),전라북도 완주군 소양면 황운리,PC빔교(PC I),241.7,2,8,30.2,,
황운1교(상),전라북도 완주군 소양면 황운리,PC빔교(PC I),303.5,2,10,30.3,,
봉암육교,전라북도 진안군 부귀면 봉암리,PC빔교(PC I),120.4,4,4,30,,
장선교,전라북도 완주군 운주면 장선리 ,PC빔교(PC I),120.4,4,4,30.2,,
팔왕교(하),전라북도 부안군 동진면 하장리 ,PSC SLAB,210,2,7,30,,
금암육교(상),전라북도 김제시 금산면 성계리,강상자형교,150.2,3,3,50.1,,
신암교(하),전라북도 김제시 금산면 성계리,강상자형교,100.2,2,2,50.1,,
인석교,전라북도 익산시 금마면 동고도리 ,PC빔교(PC I),150.2,4,5,30,,
봉석교(상),전라북도 부안군 백산면 용계리 ,강박스거더교(STB),50,2,1,50,,
금평육교(상),전라북도 완주군 이서면 금평리,강박스거더교(STB),50,2,1,50,,
금평육교(하),전라북도 완주군 이서면 금평리,강박스거더교(STB),50,2,1,50,,
해전2교(상),전라북도 완주군 삼례읍 해전리,강박스거더교(STB),60,3,1,60,,
구증교,전라북도 전주시 덕진구 반월동 ,소수주형교,580,4,11,55,,
용신교,전라북도 전주시 덕진구 용정동 ,소수주형교,150,4,3,60,,
봉석교(하),전라북도 부안군 백산면 용계리 ,강박스거더교(STB),50,2,1,50,,
해전2교(하),전라북도 완주군 삼례읍 해전리,강박스거더교(STB),60,2,1,60,,
왕림IC육교(하),전라북도 정읍시 태인면 고천리,강박스거더교(STB),50,2,1,50,,
왕림IC육교(상),전라북도 정읍시 태인면 고천리,강박스거더교(STB),50,2,1,50,,
백련육교,"전라북도 부안군 하서면 변산로 981-7, (하서면 백련리)",PREFLEX BEAM,50,4,1,50,,
전주천교,전라북도 전주시 덕진구 고랑동 ,사장교(CS),495,4,7,140,,
신암교(상),전라북도 김제시 금산면 성계리,강상자형교,100.2,2,2,50.1,,
개정육교(상),전라북도 군산시 개정면 운회리,강박스거더교(STB),320,3,6,65,,
개정육교(하),전라북도 군산시 개정면 운회리,강박스거더교(STB),320,3,6,65,,
성곡육교(하),전라북도 전주시 덕진구 성덕동 ,강박스거더교(STB),50,3,1,50,,
성곡육교(상),전라북도 전주시 덕진구 성덕동 ,강박스거더교(STB),50,2,1,50,,
공덕I.C교(상),전라북도 김제시 공덕면 공덕리 ,강박스거더교(STB),52,3,1,52,,
만경강교(상),전라북도 전주시 덕진구 화전동 ,강박스거더교(STB),650,2,13,50,,
만경강교(하),전라북도 전주시 덕진구 화전동 ,강박스거더교(STB),650,2,13,50,,
복1교(하),전라북도 군산시 대야면 복교리 ,강박스거더교(STB),53.6,2,1,53.5,,
대야I.C1교(상),전라북도 군산시 대야면 복교리 ,강박스거더교(STB),55.2,3,1,55,,
대야I.C1교(하),전라북도 군산시 대야면 복교리 ,강박스거더교(STB),55.2,3,1,55,,
공덕I.C교(하),전라북도 김제시 공덕면 공덕리 ,강박스거더교(STB),52,3,1,52,,
복1교(상),전라북도 군산시 대야면 복교리 ,강박스거더교(STB),53.6,2,1,53.5,,
구이대교(상),전라북도 완주군 구이면 두현리,ST-BOX,550,2,11,50,,
구이대교(하),전라북도 완주군 구이면 두현리,ST-BOX,550,2,11,50,,
청하대교(상),전라북도 김제시 청하면 장산리,강박스거더교(STB),750,2,15,50,,
청하대교(하),전라북도 김제시 청하면 장산리,강박스거더교(STB),750,2,15,50,,
공덕대교(상),전라북도 김제시 공덕면 저산리 ,강박스거더교(STB),800,2,16,50,,
탑정교(상),전라북도 고창군 부안면 용산리,강박스거더교(STB),130.2,2,3,50,,
영만IC교(하),전라북도 익산시 오산면 영만리,강박스거더교(STB),50,3,1,50,,
영만IC교(상),전라북도 익산시 오산면 영만리,강박스거더교(STB),50,3,1,50,,
공덕대교(하),전라북도 김제시 공덕면 저산리 ,강박스거더교(STB),800,2,16,50,,
만경교(신),전라북도 김제시 백구면 삼정리,PC빔교(PC I),552,2,19,30,,
만경교(구),전라북도 김제시 백구면 삼정리,PC빔교(PC I),552,2,19,30,,
고산교(하),전라북도 완주군 고산면 읍내리,강박스거더교(STB),670,2,13,70,,
고산교(상),전라북도 완주군 고산면 읍내리,강박스거더교(STB),670,2,13,70,,
목천대교,전라북도 김제시 공덕면 동계리,강박스거더교(STB),1140,4,18,80,,
동진대교(상),전라북도 부안 동진 장등,강박스거더교(STB),450.7,2,9,70,,
조개미교,전라북도 부안군 변산면 합구길 11-3,아치교(AR),200,4,5,80,,
탑정교(하),전라북도 고창군 부안면 용산리,강박스거더교(STB),130.2,2,3,50,,
인천강교(상),전라북도 고창군 아산면 반암리,강박스거더교(STB),365.6,2,7,55,,
인천강교(하),전라북도 고창군 아산면 반암리,강박스거더교(STB),365.6,2,7,55,,
용소교(상),전라북도 완주군 화산면 종리,강박스거더교(STB),500,2,10,50,,
용소교(하),전라북도 완주군 화산면 종리,강박스거더교(STB),500,2,10,50,,
금강갑문교(상),전라북도 군산시 성산면 성덕리,강판형교(SPG),714,2,22,34.5,,
금강갑문교(하),전라북도 군산시 성산면 성덕리,강판형교(SPG),714,2,22,34.5,,
죽산교,전라북도 김제시 죽산면 죽산리 ,강박스거더교(STB),180.3,4,4,45,,
황운교(하),전라북도 완주군 소양면 황운리,PC빔교(PC I),240.1,2,8,30.2,,
황운1교(하),전라북도 완주군 소양면 황운리,PC빔교(PC I),300.2,2,10,30.3,,
금판교(상),전라북도 부안군 동진면 하장리 ,PSC SLAB,135,3,3,45,,
팔왕교(상),전라북도 부안군 동진면 하장리 ,PSC SLAB,210,2,7,30,,
금판교(하),전라북도 부안군 동진면 하장리 ,PSC SLAB,135,3,3,45,,
송학교(상),전라북도 정읍시 송산동 ,강상자형교,128.2,3,3,48,,
송학교(하),전라북도 정읍시 송산동 ,강상자형교,128.2,3,3,48,,
춘포철도육교,전라북도 익산시 춘포면 용연리,강박스거더교(STB),160.5,4,3,60,,
백련2교(하),"전라북도 부안군 하서면 변산로 981-7, (하서면 백련리)",IPC GIRDER,105,2,3,45,,
대각교(상),전라북도 정읍시 태인면 ,PC빔교(PC I),150,2,5,30,,
조동교(하),전라북도 정읍시 북면 화해리 ,P.S.C I형교,150,2,5,30,,
마수교,전라북도 완주군 소양면 황운리 ,IT GIRDER,112.5,4,3,37.5,,
하척교(상),전라북도 완주군 구이면 평촌리 ,강박스거더교(STB),170,2,4,45,,
하척교(하),전라북도 완주군 구이면 평촌리 ,강박스거더교(STB),170,3,4,45,,
두현교(상),전라북도 완주군 구이면 두현리 ,PC슬래브교(PCS),120,2,4,30,,
상관IC교(하),전라북도 완주군 상관면 신리 ,강박스거더교(STB),200,2,5,40,,
어두1교(상),전라북도 완주군 상관면 신리 ,강박스거더교(STB),125,2,3,45,,
어두1교(하),전라북도 완주군 상관면 신리 ,강박스거더교(STB),125,2,3,45,,
와동교(상),전라북도 완주군 구이면 덕천리 ,강박스거더교(STB),110,2,3,40,,
와동교(하),전라북도 완주군 구이면 덕천리 ,강박스거더교(STB),110,2,3,40,,
두현교(하),전라북도 완주군 구이면 두현리 ,PC슬래브교(PCS),120,2,4,30,,
상관IC3교,전라북도 완주군 상관면 신리 ,강박스거더교(STB),215,1,5,45,,
상관IC4교,전라북도 완주군 상관면 신리 ,강박스거더교(STB),215,1,5,45,,
상관IC교(상),전라북도 완주군 상관면 신리 ,강박스거더교(STB),200,1,5,40,,
익산교,전라북도 익산시 춘포면 용연리,PC빔교(PC I),120.9,4,4,30.2,,
호덕육교(상),전라북도 군산시 개정면 ,강박스거더교(STB),100,3,3,40,,
호덕육교(하),전라북도 군산시 개정면 ,강박스거더교(STB),100,3,3,40,,
대각교(하),전라북도 정읍시 태인면 ,PC빔교(PC I),150,2,5,30,,
부용교(하),전라북도 김제시 백구면 부용리 ,PC빔교(PC I),120.1,2,4,30,,
탑천교(상),전라북도 군산시 대야면 광교리 ,PC빔교(PC I),120.3,2,4,30,,
신원평교(상),전라북도 김제시 금산면 구월리,PSC Beam Girder,120.3,2,4,30.1,,
신원평교(하),전라북도 김제시 금산면 구월리,PSC Beam Girder,120.3,2,4,30.1,,
금암육교(하),전라북도 김제시 금산면 성계리,강상자형교,150.2,2,4,37.5,,
암실교(상),전라북도 전주시 덕진구 반월동 ,PSC Beam교,150,2,5,30,,
조촌교(상),전라북도 전주시 덕진구 반월동 ,PSC Beam교,135,2,3,45,,
조촌교(하),전라북도 전주시 덕진구 반월동 ,PSC Beam교,135,2,3,45,,
마산2교(상),전라북도 완주군 이서면 이성리,P.S.C Beam,180,2,6,30,,
마산2교(하),전라북도 완주군 이서면 이성리,P.S.C Beam,180,2,6,30,,
암실교(하),전라북도 전주시 덕진구 반월동 ,PSC Beam교,150,2,5,30,,
왕궁교,전라북도 익산시 왕궁면 쌍제리,PC빔교(PC I),150.2,4,5,30,,
신궁육교,전라북도 익산시 왕궁면 발산리,강박스거더교(STB),115,4,3,45,,
탑천교(하),전라북도 군산시 대야면 광교리 ,PC빔교(PC I),120.3,2,4,30,,
하봉교(상),전라북도 전주시 완산구 중인동 ,P.S.C Beam,180,2,6,30,,
하봉교(하),전라북도 전주시 완산구 중인동 ,P.S.C Beam,180,2,6,30,,
황소교(상),전라북도 전주시 완산구 용복동 ,P.S.C Beam,150,3,5,30,,
황소교(하),전라북도 전주시 완산구 중인동 ,P.S.C Beam,150,3,5,30,,
학동교(상),전라북도 김제시 백구면 석담리 ,강박스거더교(STB),115,2,3,45,,
학동교(하),전라북도 김제시 백구면 석담리 ,강박스거더교(STB),115,2,3,45,,
탑천교(23호선)(상),전라북도 익산시 만석동 ,PSC거더교,120,2,4,30,,
탑천교(23호선)(하),전라북도 익산시 만석동 ,PCS거더교,120,2,4,30,,
노계교(상),전라북도 부안군 하서면 백련리,강박스거더교(STB),105,2,3,45,,
노계교(하),전라북도 부안군 하서면 백련리,강박스거더교(STB),105,2,3,45,,
새만금교(상),"전라북도 부안군 하서면 변산로 981-7, (변산면 대항리)",PSC BEAM,240,2,8,30,,
부용교(상),전라북도 김제시 백구면 부용리 ,PC빔교(PC I),120.1,2,4,30,,
새만금교(하),"전라북도 부안군 하서면 변산로 981-7, (변산면 대항리)",PSC BEAM,240,2,8,30,,
백련2교(상),"전라북도 부안군 하서면 변산로 981-7, (하서면 백련리)",IPC GIRDER,105,2,3,45,,
조동교(상),전라북도 정읍시 북면 화해리 ,P.S.C I형교,150,2,5,30,,
동진강교(순천),전라북도 정읍시 태인면 태창리 658-19,PC빔교(PC I),129.2,2,5,25.9,,
용산천교(순천),전라북도 정읍시 삼산동 158,PC빔교(PC I),125.5,2,4,31.4,,
금평육교,전라북도 완주군 이서면 상개리 80-2,강박스거더교(STB),50,2,1,50,,
서당육교(순천),전라북도 전주시 덕진구 용정동 498-69,강박스거더교(STB),54.1,2,1,54.1,,
서당육교(천안),전라북도 전주시 덕진구 용정동 498-69,강박스거더교(STB),54,2,1,54,,
만경강교(천안),전라북도 전주시 덕진구 화전동 969-1,PC빔교(PC I),690,2,23,30,,
만경강교(순천),전라북도 전주시 덕진구 화전동 969-1,PC빔교(PC I),690,2,23,30,,
서전주IC육교,전라북도 완주군 이서면 반교리 산 230-7,강박스거더교(STB),100,2,3,40,,
용산천교(천안),전라북도 정읍시 삼산동 158,PC빔교(PC I),125.5,2,4,31.4,,
정읍천교(천안),전라북도 정읍시 하모동 6-1,프리플렉스빔교(PF),140,2,4,40.9,,
정읍천교(순천),전라북도 정읍시 하모동 6-1,프리플렉스빔교(PF),140,2,4,40.9,,
동진강교(천안),전라북도 정읍시 태인면 태창리 658-19,WPC GIRDER,140,2,5,31,,
원덕1교(천안),전라남도 장성군 북이면 원덕리 산 84-1,P.S.C Beam,182,2,6,30.5,,
원덕1교(순천),전라남도 장성군 북이면 원덕리 산 84-1,P.S.C Beam,210,2,7,30,,
석공교,강원도 삼척시 도계읍 흥전리 ,트러스교(TR),60,2,1,60,,
장릉육교(상),강원도 영월군 영월읍 영흥리 ,강박스거더교(STB),100,2,2,50,,
장릉육교(하),강원도 영월군 영월읍 영흥리 ,강박스거더교(STB),100,2,2,50,,
상정교(하),강원도 삼척시 미로면 상정리 ,강박스거더교(STB),331.6,2,6,55.8,,
도계교,강원도 삼척시 도계읍 마교리 ,아치교(AR),170,4,3,70,,
도사교(상),강원도 정선군 사북읍 ,강박스거더교(STB),280,2,6,57.5,,
지장천2교(상),강원도 정선군 사북읍 ,강박스거더교(STB),310,2,6,65,,
도사교(하),강원도 정선군 사북읍 ,강박스거더교(STB),290,2,7,50,,
사북I.C RAMP-A교,강원도 정선군 사북읍 ,강박스거더교(STB),240,1,5,60,,
증산과선교(상),강원도 정선군 남면 무릉리 ,강박스거더교(STB),210,2,5,50,,
묵산1교(상),강원도 정선군 남면 무릉리 ,강박스거더교(STB),255,2,5,55,,
문곡7교(하),강원도 정선군 남면 문곡리,강박스거더교(STB),240,2,5,50,,
봉래2교(상),강원도 영월군 영월읍 영흥리 ,강박스거더교(STB),358.2,2,7,52.6,,
봉래2교(하),강원도 영월군 영월읍 영흥리 ,강박스거더교(STB),358.2,2,7,52.6,,
천동1교,강원도 평창군 평창읍 천동리 ,Plate Box Girder,435,2,7,65,,
미천교,강원도 정선군 정선읍 북실리 129-17,Steel Box Girder교,200,2,4,55,,
응암2교,강원도 평창군 평창읍 응암리 ,DR P.S.C Girder,586.6,2,12,50,,
발이2교(하),강원도 삼척시 도계읍 발이리 ,강박스거더교(STB),220,2,4,60,,
발이2교(상),강원도 삼척시 도계읍 발이리 ,강박스거더교(STB),220,2,4,60,,
매대1교(하),강원도 평창군 미탄면 창터길 48,강박스거더교(STB),145,2,3,55,,
매대1교(상),강원도 평창군 미탄면 창터길 48,강박스거더교(STB),145,2,3,55,,
예미1교,강원도 정선군 신동읍 예미리,강박스거더교(STB),100,4,2,50,,
석항1교(상),강원도 영월군 중동면 연상리,강박스거더교(STB),220,2,4,60,,
석항1교(하),강원도 영월군 중동면 연상리,강박스거더교(STB),220,2,4,60,,
하정교(하),강원도 삼척시 미로면 하정리,강합성형교,280,2,5,60,,
묵산1교(하),강원도 정선군 남면 무릉리 ,강박스거더교(STB),280,2,6,50,,
묵산3교,강원도 정선군 남면 무릉리 ,강박스거더교(STB),140,4,3,50,,
연당1교(상),강원도 영월군 남면 연당리 ,강박스거더교(STB),150,2,3,50,,
연당1교(하),강원도 영월군 남면 연당리 ,강박스거더교(STB),150,2,3,50,,
서남교(상),강원도 영월군 서면 쌍용리 ,강박스거더교(STB),190.4,2,4,50,,
연당2교(하),강원도 영월군 남면 연당리 ,강박스거더교(STB),300,2,6,50,,
녹전2교,강원도 영월군 중동면 녹전리 ,P.S.C BEAM,175,2,5,35,,
서천2교,강원도 평창군 미탄면 서동로 3891-9,강박스거더교(STB),130,2,3,45,,
덕송교,강원도 정선군 정선읍 ,STEEL BOX GIRDER,349,2,7,55,,
평창5교,강원도 평창군 평창읍 제방길 15-8,개구제형 강합성교,240,5,5,50,,
주진교,강원도 평창군 평창읍 허강소길 73,개구제형 강합성교,177.5,4,3,62.5,,
선돌교(상),강원도 영월군 영월읍 방절리 ,강박스거더교(STB),350,2,7,50,,
선돌교(하),강원도 영월군 영월읍 방절리 ,강박스거더교(STB),350,2,7,50,,
율치교,강원도 평창군 미탄면 서동로 3819,강박스거더교(STB),305,2,7,45,,
평창4교,강원도 평창군 평창읍 평창강로 1236-29,개구제형 강합성교,330,2,7,50,,
무릉교,강원도 정선군 남면 무릉리,강박스거더교(STB),480,2,10,50,,
문곡7교(상),강원도 정선군 남면 문곡리,강박스거더교(STB),360,2,8,50,,
서남교(하),강원도 영월군 남면 창원리 ,강박스거더교(STB),190.4,2,4,50,,
창원교(하),강원도 영월군 남면 창원리 ,강박스거더교(STB),160,2,3,70,,
창원교(상),강원도 영월군 남면 창원리 ,강박스거더교(STB),160,2,3,70,,
연상교(상),강원도 영월군 중동면 연상리,강박스거더교(STB),365,2,7,55,,
연상교(하),강원도 영월군 중동면 연상리,강박스거더교(STB),395,2,7,60,,
미로교(하),강원도 삼척시 미로면 하거노리,강합성 상자형교,475,2,10,50,,
지장천2교(하),강원도 정선군 사북읍 ,강박스거더교(STB),290,2,6,55,,
장전3교,강원도 정선군 북평면 오대천로 1008,PUS GIRDER,115,2,2,57.5,,
곰골1교(상),강원도 정선군 남면 문곡리,강박스거더교(STB),190,2,4,50,,
예미3교,강원도 정선군 신동읍 예미리,P.S.C Beam,100,4,4,25,,
하정교(상),강원도 삼척시 미로면 하정리,강합성 상자형교,280,2,5,60,,
무사교(상),강원도 삼척시 미로면 하거노리,강합성 상자형교,470,2,10,50,,
상거노교(상),강원도 삼척시 미로면 상거노리,강합성 상자형교,485,2,10,50,,
숙암1교,강원도 정선군 하장읍 숙암리,PC빔교(PC I),100,2,4,25,,
덕포2교(상),강원도 영월군 영월읍 연하리 ,강박스거더교(STB),350,2,7,50,,
두평교(상),강원도 영월군 영월읍 연하리,강박스거더교(STB),230,2,5,50,,
두평교(하),강원도 영월군 영월읍 연하리,강박스거더교(STB),230,2,5,50,,
샛들교(상),강원도 영월군 영월읍 연하리,강박스거더교(STB),147.5,2,3,57.5,,
샛들교(하),강원도 영월군 영월읍 연하리,강박스거더교(STB),147.5,2,3,57.5,,
반송교(상),강원도 영월군 영월읍 연하리,강박스거더교(STB),320,2,6,57.5,,
대용교,강원도 평창군 평창읍 서동로 3179,강박스거더교(STB),330,2,7,50,,
샘내1교,강원도 평창군 미탄면 서동로 3891-9,PC빔교(PC I),240,2,8,30,,
본동2교,강원도 평창군 미탄면 맷대길 269,2주형 판형교,211,2,5,47,,
마차1교(하),강원도 삼척시 신기면 마차리 ,강박스거더교(STB),200,2,4,55,,
마차1교(상),강원도 삼척시 신기면 마차리 ,강박스거더교(STB),200,2,4,55,,
반송교(하),강원도 영월군 영월읍 연하리,강박스거더교(STB),320,2,6,57.5,,
발이1교(하),강원도 삼척시 도계읍 발이리 ,강박스거더교(STB),260,2,6,50,,
마차2교(하),강원도 삼척시 신기면 마차리 ,강박스거더교(STB),400,2,7,60,,
마차2교(상),강원도 삼척시 신기면 마차리 ,강박스거더교(STB),405,2,7,60,,
북실대교,강원도 정선군 정선읍 북실리 125-10,PSC Box Girder교,510,2,5,150,,
용탄교,강원도 정선군 정선읍 광하리 98-2,Steel Box Girder교,365,2,7,55,,
동강대교,강원도 영월군 영월읍 ,사장교(CS),460,4,6,100,,
지장천4교(상),강원도 정선군 고한읍 ,ST-BOX,225,2,5,55,,
고한1교(상),강원도 정선군 고한읍 ,ST-BOX,310,2,6,55,,
고한1교(하),강원도 정선군 고한읍 ,ST-BOX,310,2,6,55,,
천기교(하),강원도 삼척시 미로면 천기리 ,강박스거더교(STB),280,2,6,50,,
광석교,강원도 정선군 정선읍 광하리 203-2,개구제형 강합성형교 및 PSC e-beam교,200,2,4,55,,
아우라지2교,강원도 정선군 여량면 여량리 55-9,STEEL BOX GIRDER,300,2,6,50,,
서천3교,강원도 평창군 미탄면 서동로 3968-13,강박스거더교(STB),50,2,1,50,,
가사2교,강원도 정선군 신동읍 가사리,강박스거더교(STB),50,5,1,50,,
가사4교,강원도 정선군 신동읍 가사리,강박스거더교(STB),50,4,1,50,,
천기교(상),강원도 삼척시 미로면 천기리 ,강박스거더교(STB),300,2,6,55,,
대평3교(하),강원도 삼척시 신기면 대평리 ,강박스거더교(STB),205.1,2,4,52.5,,
상정교(상),강원도 삼척시 미로면 상정리 ,강박스거더교(STB),330,2,6,55,,
대평3교(상),강원도 삼척시 신기면 대평리 ,강박스거더교(STB),189.9,2,4,50,,
오십천교,강원도 삼척시 신기면 안의리 ,강박스거더교(STB),115,4,2,57.5,,
고양천교,강원도 정선군 여량면 여량리 390-8,STEEL BOX GIRDER,110,2,2,55,,
미로교(상),강원도 삼척시 미로면 하거노리,강합성 상자형교,465,2,10,50,,
무사교(하),강원도 삼척시 미로면 하거노리,강합성 상자형교,480,2,10,50,,
아우라지교,강원도 정선군 북면 여량리,강박스거더교(STB),306,2,6,51,,
도계육교(상),강원도 삼척시 도계읍 마교리 ,강박스거더교(STB),54,2,1,54,,
도계육교(하),강원도 삼척시 도계읍 마교리 ,강박스거더교(STB),55,2,1,55,,
연하대교,강원도 영월군 영월읍 연하리,강박스거더교(STB),630,4,10,75,,
마지1교,강원도 평창군 평창읍 마지리 ,Plate Box Girder,150,2,3,58,,
마전교,강원도 정선군 정선읍 정선로 35,PC빔교(PC I),140,2,4,35,,
창리1교,강원도 평창군 미탄면 샘내천길 67,강박스거더교(STB),150,4,3,60,,
창리2교,강원도 평창군 미탄면 미탄중앙로 149-11,SCP 합성 GIRDER교,180,2,3,60,,
서천1교,강원도 평창군 미탄면 나무둥우리길 9-21,강박스거더교(STB),265,2,6,50,,
본동1교,강원도 평창군 미탄면 맷대길 269,강박스거더교(STB),150,2,3,55,,
문곡5교(상),강원도 정선군 남면 문곡리,강박스거더교(STB),135,2,3,45,,
지장천1교(하),강원도 정선군 사북읍 ,강박스거더교(STB),450,2,10,45,,
연당4교(상),강원도 영월군 남면 연당리 ,P.S.C I형교,270,2,9,30,,
신기교(상),강원도 삼척시 신기면 신기리 ,PC빔교(PC I),105.2,2,3,35,,
대평2교(하),강원도 삼척시 신기면 대평리 ,강박스거더교(STB),210.3,2,6,35,,
신기교(하),강원도 삼척시 신기면 신기리 ,PC빔교(PC I),105.2,2,3,35,,
대평2교(상),강원도 삼척시 신기면 대평리 ,강박스거더교(STB),210.3,2,6,35,,
사북1교(하),강원도 정선군 사북읍 ,강박스거더교(STB),120,2,3,40,,
석항3교(상),강원도 영월군 중동면 석항리,PC빔교(PC I),120,2,4,30,,
석항3교(하),강원도 영월군 중동면 석항리,PC빔교(PC I),120,2,4,30,,
문곡6교,강원도 정선군 남면 문곡리,강박스거더교(STB),195,4,5,45,,
문곡5교(하),강원도 정선군 남면 문곡리,강박스거더교(STB),170,2,4,42.5,,
임계대교,강원도 정선군 임계면 송계리,PC빔교(PC I),163.1,2,6,30,,
지장천3교(하),강원도 정선군 고한읍 ,P.S.C Beam,150,2,5,30,,
연당육교(상),강원도 영월군 남면 연당리 ,PC빔교(PC I),150,2,5,30,,
봉래1교(상),강원도 영월군 영월읍 영흥리 ,강박스거더교(STB),110,2,3,44,,
봉래1교(하),강원도 영월군 영월읍 영흥리 ,강박스거더교(STB),110,2,3,44,,
덕포1교(상),강원도 영월군 영월읍 덕포리 ,강박스거더교(STB),245,2,5,49,,
덕포1교(하),강원도 영월군 영월읍 덕포리 ,강박스거더교(STB),245,2,5,49,,
고덕1교,강원도 평창군 평창읍 마지리 ,P.S.C Beam교,105,2,3,35,,
원동교,강원도 영월군 북면 덕상리 ,P.S.C Beam교,105,2,3,35,,
녹전1교,강원도 영월군 중동면 녹전리 ,강박스거더교(STB),165,2,4,45,,
신동교(상),강원도 정선군 신동읍 예미리,PC빔교(PC I),120,2,4,30,,
신동교(하),강원도 정선군 신동읍 예미리,PC빔교(PC I),120,2,4,30,,
연하1교(하),강원도 영월군 영월읍 연하리,강박스거더교(STB),150,2,4,45,,
대평1교(하),강원도 삼척시 신기면 대평리 ,IPC 거더교,120.7,2,3,40.2,,
지장천3교(상),강원도 정선군 고한읍 ,P.S.C Beam,210,2,7,30,,
고한2교(하),강원도 정선군 고한읍 ,P.S.C Beam,390,2,13,30,,
